1.496663000000000000e+06,1.480000000000000000e+02
2.048200000000000000e+06,1.935000000000000000e+03
1.494760000000000000e+06,1.500000000000000000e+02
3.775163000000000000e+06,3.260000000000000000e+02
8.900100000000000000e+04,1.630000000000000000e+02
2.314208000000000000e+06,1.650000000000000000e+02
1.520305000000000000e+06,1.570000000000000000e+02
1.974605000000000000e+06,1.866000000000000000e+03
2.560559000000000000e+06,1.540000000000000000e+02
2.863356000000000000e+06,1.490000000000000000e+02
2.067838000000000000e+06,5.380000000000000000e+02
3.106730000000000000e+06,1.990000000000000000e+02
2.018350000000000000e+06,6.000000000000000000e+02
2.740226000000000000e+06,2.280000000000000000e+02
1.504754000000000000e+06,1.490000000000000000e+02
2.318319000000000000e+06,1.490000000000000000e+02
1.955420000000000000e+05,2.170000000000000000e+02
3.757302000000000000e+06,3.220000000000000000e+02
3.137528000000000000e+06,1.560000000000000000e+02
3.775480000000000000e+06,2.730000000000000000e+02
1.530087000000000000e+06,1.510000000000000000e+02
2.119163000000000000e+06,1.490000000000000000e+02
1.728582000000000000e+06,1.530000000000000000e+02
1.503697000000000000e+06,1.520000000000000000e+02
2.743450000000000000e+06,2.020000000000000000e+02
1.794435000000000000e+06,1.670000000000000000e+02
2.800178000000000000e+06,1.990000000000000000e+02
3.007078000000000000e+06,1.570000000000000000e+02
1.132310000000000000e+05,2.100000000000000000e+02
2.578117000000000000e+06,2.400000000000000000e+02
9.192960000000000000e+05,1.480000000000000000e+02
1.180065000000000000e+06,1.500000000000000000e+02
3.523457000000000000e+06,4.190000000000000000e+02
2.568225000000000000e+06,1.760000000000000000e+02
3.301519000000000000e+06,1.630000000000000000e+02
1.990350000000000000e+06,1.400000000000000000e+03
3.045081000000000000e+06,1.600000000000000000e+02
2.774984000000000000e+06,1.750000000000000000e+02
1.016370000000000000e+05,1.720000000000000000e+02
1.988612000000000000e+06,2.066000000000000000e+03
3.909646000000000000e+06,4.240000000000000000e+02
2.090036000000000000e+06,1.790000000000000000e+02
2.859640000000000000e+05,1.540000000000000000e+02
2.670908000000000000e+06,1.900000000000000000e+02
1.731027000000000000e+06,1.900000000000000000e+02
3.060977000000000000e+06,1.630000000000000000e+02
3.742427000000000000e+06,2.010000000000000000e+02
2.765835000000000000e+06,1.840000000000000000e+02
3.257974000000000000e+06,1.490000000000000000e+02
2.316165000000000000e+06,1.640000000000000000e+02
2.674433000000000000e+06,1.570000000000000000e+02
2.336624000000000000e+06,1.560000000000000000e+02
1.804722000000000000e+06,1.690000000000000000e+02
3.762144000000000000e+06,2.810000000000000000e+02
2.751174000000000000e+06,2.090000000000000000e+02
3.505417000000000000e+06,2.262000000000000000e+03
3.746950000000000000e+06,2.790000000000000000e+02
2.334006000000000000e+06,1.550000000000000000e+02
1.323090000000000000e+06,1.530000000000000000e+02
3.142041000000000000e+06,1.540000000000000000e+02
7.564110000000000000e+05,1.480000000000000000e+02
1.765774000000000000e+06,1.520000000000000000e+02
2.630722000000000000e+06,2.070000000000000000e+02
1.974869000000000000e+06,9.650000000000000000e+02
1.045642000000000000e+06,1.540000000000000000e+02
1.058498000000000000e+06,1.520000000000000000e+02
6.869800000000000000e+05,1.530000000000000000e+02
2.035652000000000000e+06,1.504000000000000000e+03
3.044707000000000000e+06,1.520000000000000000e+02
2.343772000000000000e+06,1.690000000000000000e+02
3.090810000000000000e+06,1.580000000000000000e+02
3.510760000000000000e+06,1.255000000000000000e+03
3.319762000000000000e+06,1.670000000000000000e+02
2.001987000000000000e+06,1.620000000000000000e+02
2.087991000000000000e+06,2.750000000000000000e+02
3.054466000000000000e+06,1.480000000000000000e+02
1.885330000000000000e+05,1.550000000000000000e+02
3.508113000000000000e+06,1.940000000000000000e+03
2.839475000000000000e+06,1.630000000000000000e+02
2.125722000000000000e+06,1.570000000000000000e+02
3.285983000000000000e+06,1.490000000000000000e+02
2.098714000000000000e+06,1.480000000000000000e+02
1.759116000000000000e+06,1.530000000000000000e+02
2.457957000000000000e+06,1.510000000000000000e+02
3.214861000000000000e+06,1.510000000000000000e+02
2.752200000000000000e+06,2.070000000000000000e+02
3.026245000000000000e+06,1.510000000000000000e+02
3.269360000000000000e+06,1.480000000000000000e+02
1.970308000000000000e+06,2.010000000000000000e+02
1.748800000000000000e+05,1.520000000000000000e+02
1.769126000000000000e+06,1.750000000000000000e+02
1.982648000000000000e+06,1.723000000000000000e+03
7.478120000000000000e+05,1.650000000000000000e+02
3.266434000000000000e+06,1.490000000000000000e+02
2.764812000000000000e+06,1.750000000000000000e+02
2.589043000000000000e+06,2.380000000000000000e+02
1.777899000000000000e+06,1.670000000000000000e+02
9.018800000000000000e+04,1.520000000000000000e+02
1.549498000000000000e+06,1.740000000000000000e+02
2.093480000000000000e+06,1.520000000000000000e+02
1.734268000000000000e+06,1.480000000000000000e+02
2.018195000000000000e+06,1.517000000000000000e+03
2.739354000000000000e+06,1.670000000000000000e+02
1.729853000000000000e+06,2.000000000000000000e+02
2.595422000000000000e+06,2.220000000000000000e+02
3.525214000000000000e+06,5.510000000000000000e+02
3.336922000000000000e+06,1.510000000000000000e+02
2.939237000000000000e+06,1.650000000000000000e+02
1.892384000000000000e+06,1.530000000000000000e+02
3.010743000000000000e+06,1.870000000000000000e+02
3.754759000000000000e+06,3.530000000000000000e+02
6.929000000000000000e+04,2.270000000000000000e+02
2.381081000000000000e+06,1.580000000000000000e+02
7.406810000000000000e+05,1.500000000000000000e+02
2.771710000000000000e+05,1.480000000000000000e+02
1.967733000000000000e+06,1.780000000000000000e+02
1.974145000000000000e+06,2.062000000000000000e+03
3.024674000000000000e+06,1.520000000000000000e+02
1.776399000000000000e+06,1.610000000000000000e+02
3.054972000000000000e+06,1.570000000000000000e+02
1.775362000000000000e+06,1.690000000000000000e+02
3.013186000000000000e+06,1.550000000000000000e+02
2.310490000000000000e+05,1.930000000000000000e+02
5.741380000000000000e+05,1.490000000000000000e+02
1.498168000000000000e+06,1.500000000000000000e+02
1.978373000000000000e+06,1.750000000000000000e+02
2.087157000000000000e+06,2.490000000000000000e+02
2.050375000000000000e+06,1.859000000000000000e+03
2.187220000000000000e+05,1.800000000000000000e+02
1.797461000000000000e+06,1.590000000000000000e+02
2.812525000000000000e+06,1.910000000000000000e+02
3.772098000000000000e+06,3.140000000000000000e+02
1.947081000000000000e+06,1.670000000000000000e+02
1.494438000000000000e+06,1.480000000000000000e+02
2.960590000000000000e+05,1.510000000000000000e+02
3.272938000000000000e+06,1.580000000000000000e+02
3.178424000000000000e+06,1.490000000000000000e+02
1.504400000000000000e+06,1.490000000000000000e+02
2.930004000000000000e+06,1.640000000000000000e+02
1.530013000000000000e+06,1.540000000000000000e+02
2.817340000000000000e+05,1.570000000000000000e+02
2.363491000000000000e+06,1.670000000000000000e+02
5.767390000000000000e+05,1.640000000000000000e+02
2.740920000000000000e+06,1.590000000000000000e+02
1.974417000000000000e+06,1.533000000000000000e+03
2.788243000000000000e+06,1.600000000000000000e+02
1.970108000000000000e+06,1.800000000000000000e+02
1.322303000000000000e+06,1.540000000000000000e+02
2.933174000000000000e+06,1.620000000000000000e+02
3.187745000000000000e+06,1.600000000000000000e+02
3.690576000000000000e+06,3.570000000000000000e+02
3.014892000000000000e+06,1.530000000000000000e+02
3.014505000000000000e+06,1.510000000000000000e+02
3.395107000000000000e+06,1.650000000000000000e+02
2.635391000000000000e+06,1.650000000000000000e+02
2.071402000000000000e+06,2.760000000000000000e+02
3.788290000000000000e+06,1.930000000000000000e+02
2.625974000000000000e+06,2.060000000000000000e+02
1.031940000000000000e+05,1.730000000000000000e+02
6.294080000000000000e+05,1.680000000000000000e+02
3.249136000000000000e+06,1.510000000000000000e+02
3.144807000000000000e+06,1.590000000000000000e+02
1.768197000000000000e+06,1.700000000000000000e+02
2.743995000000000000e+06,2.190000000000000000e+02
